Comente,texto_final,sentimento_bert
"Alou @pedroottoni_ & @nubank &  @burgerkingbr a loja do BK no shopping Mueller Joinville se nega a participar dessa promoção. Primeiro que o valor de 2 lanches é 27,90 e não 25,90 como vcs estão divulgando. Segundo que mesmo pagando com o cartão Nubank negaram me fornecer o item da promoção. A gerente Julia foi extremamente mal educada, disse que eu deveria reclamar com quem divulga a promoção e queria devolver meu dinheiro e cancelar a compra. Não é primeira vez que sou mal atendido nessa unidade do Mueller Joinville. Então como fica?",alou pedroottoni  nubank burgerkingbr loja shopping mueller joinville nega participar dessa promoção primeiro que valor lanches 2790 não 2590 como vcs estão divulgando segundo que mesmo pagando com cartão nubank negaram fornecer item promoção gerente julia foi extremamente mal educada disse que deveria reclamar com quem divulga promoção queria devolver meu dinheiro cancelar compra não primeira vez que sou mal atendido nessa unidade mueller joinville então como fica,Neutral
Será que é por isso que a Nubank está cancelando várias contas sem justificativa? Pra não ter que liberar o refil ou a batata? 🤭,será que por isso que nubank está cancelando várias contas sem justificativa pra não ter que liberar refil batata,Neutral
"Não façam negócios com esse banco , eles simplesmente mentiram pra mim e se apossaram de um dinheiro que não pertence a ele",não façam negócios com esse banco eles simplesmente mentiram pra mim apossaram dinheiro que não pertence ele,Neutral
"Só o tamanho do sanduíche que não é assim kkkkk , mais a propaganda ficou ótima",tamanho sanduíche que não assim kkkkk mais propaganda ficou ótima,Neutral
"Nao comprem seguro residencial, não cumprem com o prazo do sinistro",nao comprem seguro residencial não cumprem com prazo sinistro,Neutral
Gente o app do nubank não abre,gente app nubank não abre,Neutral
"Boa noite 
Reclamando desse banco que estou usando a meses e nem um real a meu de limite , isso não existe já coloquei mais de 200 reais na caixinha para ajudar a aumentar o limite é simplesmente o banco agenda a análise e nada acontece é uma vergonha isso 
Enganado o consumidor, uma palhaçada , ai fala agenda a análise para o próximo mês e nada 
Toda vez é isso . 
Uma piada 
Vou parar de usar e deixar de se palhaça",boa noite reclamando desse banco que estou usando meses nem real meu limite isso não existe coloquei mais 200 reais caixinha para ajudar aumentar limite simplesmente banco agenda análise nada acontece uma vergonha isso enganado consumidor uma palhaçada fala agenda análise para próximo mês nada toda vez isso uma piada vou parar usar deixar palhaça,Neutral
eu ameeeei,ameeeei,Neutral
@maricelia999pup tem que colocar BR no final o meu também tava só que eu consegui,maricelia999pup tem que colocar final meu também tava que consegui,Neutral
@day_feiitosa_ a minha foi bloqueada inativa nunca mais volta mas o dinheiro voltou,day feiitosa  minha foi bloqueada inativa nunca mais volta mas dinheiro voltou,Neutral
Que tipo de sacanagem vcs estão aprontando que tá todo mundo com conta bloqueada e sem acesso ao app desde sábado?,que tipo sacanagem vcs estão aprontando que todo mundo com conta bloqueada sem acesso app desde sábado,Neutral
@maricelia999pup oiiii,maricelia999pup oiiii,Neutral
"ALO NUBANK! Cade a segurança de vocês??? Passaram meus dados pra um HOMEM, que nao confirmou pelo APP e nem passou o endereço correto! COMO QUE A GENTE FICA??? E A RESPONSABILIDADE???",alo nubank cade segurança vocês passaram meus dados pra homem que nao confirmou pelo app nem passou endereço correto como que gente fica responsabilidade,Neutral
"Faltou só um molho roxo nesse lanche hein 💜
@helaspicebr e @akioroxo",faltou molho roxo nesse lanche hein helaspicebr akioroxo,Neutral
"bizarro, os cara querem ter o minimo de pessoas possivel trabalhando e nao tentam conversar com os clientes. eu usava nubank por anos, o maximo q eles me deram foi 2k de limite. eu usando por 3 meses o mercado pago, ja me deram 4k. eu nunca mais uso nubank.",bizarro cara querem ter minimo pessoas possivel trabalhando nao tentam conversar com clientes usava nubank por anos maximo eles deram foi limite usando por meses mercado pago deram 4k nunca mais uso nubank,Neutral
O app não está fazendo pix ?,app não está fazendo pix,Neutral
Bk devolve meu dinheiro,devolve meu dinheiro,Neutral
@burgerkingbr  estou aguardando meu retorno de valor,burgerkingbr estou aguardando meu retorno valor,Neutral
"Que vergonha nubank, tive q colocar mil reais no crédito pra poder parcelar uma compra 🙄🙄🙄",que vergonha nubank tive colocar mil reais crédito pra poder parcelar uma compra,Neutral
"Boa noite 
Reclamando desse banco que estou usando a meses e nem um real a meu de limite , isso não existe já coloquei mais de 200 reais na caixinha para ajudar a aumentar o limite é simplesmente o banco agenda a análise e nada acontece é uma vergonha isso 
Enganado o consumidor, uma palhaçada , ai fala agenda a análise para o próximo mês e nada 
Toda vez é isso . 
Uma piada 
Vou parar de usar e deixar de se palhaça",boa noite reclamando desse banco que estou usando meses nem real meu limite isso não existe coloquei mais 200 reais caixinha para ajudar aumentar limite simplesmente banco agenda análise nada acontece uma vergonha isso enganado consumidor uma palhaçada fala agenda análise para próximo mês nada toda vez isso uma piada vou parar usar deixar palhaça,Neutral
Cancelando essa nubank,cancelando essa nubank,Negative
"Recebi emails dizendo que enviariam um cartão físico, e outros emails dizendo que já foi entregue o cartão que nunca recebi. Faço homeoffice e nunca houve a entrega. QUEM assinou o recebimento? ONDE está o meu cartão?",recebi emails dizendo que enviariam cartão físico outros emails dizendo que foi entregue cartão que nunca recebi faço homeoffice nunca houve entrega quem assinou recebimento onde está meu cartão,Neutral
@maricelia999pup entra com chamado no site do procon.,maricelia999pup entra com chamado site procon,Neutral
Oi @nubank já pensou em fazer O BEM de um jeito gostoso?,nubank pensou fazer bem jeito gostoso,Neutral
"@rayanebrazs23 isso é horrível né, tenta vê com a @unicainstancia , vi eles em uma reportagem. Talvez te ajude.",rayanebrazs23 isso horrível né tenta com unicainstancia eles uma reportagem talvez ajude,Negative
"@day_feiitosa_ menina, entra em contato com a @unicainstancia , eles até ressarcem pela dor de cabeça. Deveria tentar.",day feiitosa  menina entra contato com unicainstancia eles até ressarcem pela dor cabeça deveria tentar,Neutral
"@maricelia999pup entra em contato com a @unicainstancia , nem sempre o procon ajuda",maricelia999pup entra contato com unicainstancia nem sempre procon ajuda,Neutral
Me ajuda a adquirir novamente meu cartão nubank. Paguei a divisa e Mei cartão foi cancelado,ajuda adquirir novamente meu cartão nubank paguei divisa mei cartão foi cancelado,Neutral
Banco fraudulento. Que vergonha,banco fraudulento que vergonha,Negative
O meu app da Nubank não está abrindo,meu app nubank não está abrindo,Neutral
lindu,lindu,Neutral
Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Neutral
"""Isso é etarismo"" 🤣🤣🤣",isso etarismo,Neutral
@burgerkingbr @tetecabral4,burgerkingbr tetecabral4,Neutral
👏👏👏👏👏,nan,Neutral
👏👏👏❤️😂😂,nan,Neutral
@burgerkingbr aceito bora ? 😂,burgerkingbr aceito bora,Neutral
"Melhor agência! Ops, não agência 😍",melhor agência ops não agência,Neutral
😂😂,nan,Neutral
"Eu tentando não sair da dieta, e o @pedroottoni_  aparece com essa . 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️",tentando não sair dieta pedroottoni  aparece com essa,Neutral
👏,nan,Neutral
Desempregado mas de bucho cheio grazadeus,desempregado mas bucho cheio grazadeus,Neutral
"Que horas o aplicativo vai voltar ao normal? Porque desde ontem que meu saldo sumiu, não encontro informações do cartão e não consigo colocar crédito... Vive dando erro!",que horas aplicativo vai voltar normal porque desde ontem que meu saldo sumiu não encontro informações cartão não consigo colocar crédito vive dando erro,Neutral
Alguém com problema de usar o pix ?,alguém com problema usar pix,Neutral
"Tô aqui comentando por livre e espontânea pressão, só pq você pediu com carinho 😍",aqui comentando por livre espontânea pressão você pediu com carinho,Neutral
"Ahh, e eu amo o BK ❤️",ahh amo,Positive
Ainda ganha um abraço? 🥹,ainda ganha abraço,Neutral
É o nosso garoto propaganda preferido 💜,nosso garoto propaganda preferido,Negative
😂😂😂😂😂,nan,Neutral
"Propaganda enganosa! Fui hoje no Bk do @shoppingcerrado lá mostra a promoção,qdo chega nos caixas dizem que não está valendo,sendo que a propaganda está lá mostrando.",propaganda enganosa fui hoje shoppingcerrado mostra promoçãoqdo chega nos caixas dizem que não está valendosendo que propaganda está mostrando,Neutral
A minha conta foi bloqueada e vocês vão mandaram nenhum comunicado isso é irresponsabilidade de vocês eu tenho uma fatura pra pagar pra vocês como eu pago essa fatura se eu não consigo mandar o dinheiro para conta a metade do dinheiro né porque a outra metade está na conta então se automaticamente vocês bloquearam a conta vocês deveriam bloquear a fatura também porque ninguém é obrigado a pagar a fatura com juros porque o juros de vocês são alto então isso é uma irresponsabilidade de vocês não minha e eu já liguei já mandei e-mail e ninguém resolve meu problema eu quero o meu problema resolvido imediatamente porque ninguém é palhaça de ficar trabalhando ganhando dinheiro pra vocês ficar roubando dinheiro de trabalhador porque isso é roubo ￼,minha conta foi bloqueada vocês vão mandaram nenhum comunicado isso irresponsabilidade vocês tenho uma fatura pra pagar pra vocês como pago essa fatura não consigo mandar dinheiro para conta metade dinheiro porque outra metade está conta então automaticamente vocês bloquearam conta vocês deveriam bloquear fatura também porque ninguém obrigado pagar fatura com juros porque juros vocês são alto então isso uma irresponsabilidade vocês não minha liguei mandei email ninguém resolve meu problema quero meu problema resolvido imediatamente porque ninguém palhaça ficar trabalhando ganhando dinheiro pra vocês ficar roubando dinheiro trabalhador porque isso roubo,Neutral
👏👏👏,nan,Neutral
Ele tá cada dia melhor !,ele cada dia melhor,Neutral
"Nadaaaa, esse banco num aprova assim nao, só propaganda ,",nadaaaa esse banco num aprova assim nao propaganda,Neutral
@burgerkingbr 😭😭😭😭,burgerkingbr,Neutral
Quando vai vir um desses pra Manaus?,quando vai vir desses pra manaus,Neutral
👏👏👏,nan,Neutral
😍😍,nan,Neutral
Nossa que lanchaaao queria,nossa que lanchaaao queria,Neutral
Tudoooo 💜,tudoooo,Neutral
"Gente foi até São Paulo por um BK, que issoooooo",gente foi até são paulo por bk que issoooooo,Neutral
Muito profissional caraaaaa,muito profissional caraaaaa,Neutral
Roxinho +bk? 😍😍😍,roxinho bk,Neutral
PROPAGANDA!!!,propaganda,Neutral
"Lembro quando era 25,90 sem o cartão, agora subiu pra 27,90  eu vinha todo mês, agora vou ter que vim menos😢",lembro quando era 2590 sem cartão agora subiu pra 2790 vinha todo mês agora vou ter que vim menos,Neutral
Nossa eu amei vou logo no bk aqui perto de casa pagar com o meu nu pra ganhar o mimo!!!!,nossa amei vou logo aqui perto casa pagar com meu pra ganhar mimo,Neutral
Netflix foi cornaaaaa😢 (eh saiu ah notícia que oh mundo nn acreditou ah netflifoi corna pelo bk),netflix foi cornaaaaa eh saiu notícia que mundo acreditou netflifoi corna pelo bk,Neutral
É só no estado de SP? No Parana vale?,estado sp parana vale,Neutral
Como é um mini refil? O refil não pode carregar várias vezes?,como mini refil refil não pode carregar várias vezes,Neutral
"Vocês retiraram o brownie do BK, porqueeeeeeee?",vocês retiraram brownie bk porqueeeeeeee,Neutral
"Primeiro retiraram o pistache, ok, entendo que seja algo caro pra manter. Mas brownie cara? Que sacanagem veeeeeei 😭",primeiro retiraram pistache ok entendo que seja algo caro pra manter mas brownie cara que sacanagem veeeeeei,Neutral
"2 whooper + 1 batata vai de 26$ para 36$ em Brasília. Explica aí, Nubank 😏😕",whooper batata vai 26 para 36 brasília explica aí nubank,Neutral
"Solicito ajuda urgente para conseguir acessar o APP de forma segura! Não consigo fazer o reconhecimento facial há dias, consegui de todos os outros bancos menos no nubank!",solicito ajuda urgente para conseguir acessar app forma segura não consigo fazer reconhecimento facial dias consegui todos outros bancos menos nubank,Neutral
Somente o BK da Avenida Paulista? Estou num BK em Carapicuíba aqui na Inocêncio seráfico ao lado da loja petz e eles falaram quem não tá liberado essa promoção!! Tipo me sentir em uma propaganda falsa em Nubank!!! 🧐🧐🧐🧐,somente avenida paulista estou num carapicuíba aqui inocêncio seráfico lado loja petz eles falaram quem não liberado essa promoção tipo sentir uma propaganda falsa nubank,Neutral
"E no final, quem pagou a conta foi a mamãe! 🤣",final quem pagou conta foi mamãe,Neutral
NuBank é tão bom que até a data de hoje não me respondeu absolutamente nada !!!! Estamos saindo do NuBank fazendo portabilidade para banco físico que dá verdadeiros empréstimos e cartões de crédito com limites decentes e não o lixo que vocês oferecem somente quando vos convém !!!,nubank tão bom que até data hoje não respondeu absolutamente nada  estamos saindo nubank fazendo portabilidade para banco físico que verdadeiros empréstimos cartões crédito com limites decentes não lixo que vocês oferecem somente quando vos convém ,Neutral
@lyviann_soares o meu também. Simples assim.,lyviann soares meu também simples assim,Neutral
Que cena boa tem numa protagonista que parece um apresentador do programa do ratinho??,que cena boa tem numa protagonista que parece apresentador programa ratinho,Neutral
"@_thaiaraujoc to na mesma por aqui, já passou do prazo de 7 dias úteis e eles não devolveram meu dinheiro.. Banco péssimo!", thaiaraujoc mesma por aqui passou prazo dias úteis eles não devolveram meu dinheiro banco péssimo,Neutral
@nubank cadê meu DINHEIRO????,nubank cadê meu dinheiro,Neutral
"@nubank já passou do prazo dos 7 dias úteis e nada de DEVOLVEREM MEU DINHEIRO, CADÊ MEU DINHEIRO NUBANK????????",nubank passou prazo dos dias úteis nada devolverem meu dinheiro cadê meu dinheiro nubank,Neutral
@nubank Cadê meu dinheiro?,nubank cadê meu dinheiro,Neutral
O Pix parou de funcionar 😢,pix parou funcionar,Neutral
@nubank como não? Faça um teste. Está com problemas sim.,nubank como não faça teste está com problemas sim,Neutral
Pix sem funcionar afff,pix sem funcionar afff,Neutral
@nubank não está funcionando como esperado .... alternativa TED😤,nubank não está funcionando como esperado  alternativa ted,Neutral
Banco inutil eu cai no golpe e a nunbak me bloqueou da conta e agora aparece que eu sou golpista em todos os bancos,banco inutil cai golpe nunbak bloqueou conta agora aparece que sou golpista todos bancos,Neutral
Algum advogado por aí?,algum advogado por aí,Neutral
"Em todas as grandes instituições, só vejo brasileirada reclamando tanto homem/mulher. Oscilações acontecem no mundo inteiro. Tenham mais empatia. Tá reclamando faz melhor. Nubank está de parabéns com mais de 100 milhões de clientes no Brasil 👏👏👏👏🔥🔥❤️",todas grandes instituições vejo brasileirada reclamando tanto homemmulher oscilações acontecem mundo inteiro tenham mais empatia reclamando faz melhor nubank está parabéns com mais 100 milhões clientes brasil,Neutral
Pix não funciona!! Meu dinheiro saiu da conta e nada de efetivar.. as pessoas não receberam e está “em processamento “,pix não funciona meu dinheiro saiu conta nada efetivar pessoas não receberam está em processamento,Neutral
"Nubank péssimo atendimento, eles n ajudam e nem resolve o problema",nubank péssimo atendimento eles ajudam nem resolve problema,Neutral
Ngm me ajuda,ngm ajuda,Neutral
Nubank oq ta acontecendo com o pix??? Pelo amor de Deus dois dias seguidos dando problema!!!!!!!!!!,nubank acontecendo com pix pelo amor deus dois dias seguidos dando problema,Neutral
Eu goistaria de saber quen vair  fazer esta presensa para mim,goistaria saber quen vair fazer esta presensa para mim,Neutral
Acho muito bom,acho muito bom,Neutral
Como é isso,como isso,Neutral
@_thaiaraujoc nossa!, thaiaraujoc nossa,Neutral
Devolve meu dinheiro não tem do porque você está segurando o meu dinheiro que sacanagem 🤬🤬🤬🤬,devolve meu dinheiro não tem porque você está segurando meu dinheiro que sacanagem,Neutral
"@nubank Nu, é verdade. Outro dia tive esse problema também.",nubank nu verdade outro dia tive esse problema também,Neutral
A minha cena preferida será quando vocês devolverem o meu dinheiro bloqueado!!!!,minha cena preferida será quando vocês devolverem meu dinheiro bloqueado,Neutral
@ggg.abriel foge do banco!! Eles cancelam sua conta e ficam com seu dinheiro retido,gggabriel foge banco eles cancelam sua conta ficam com seu dinheiro retido,Neutral
@kenettitreinador uma dica? Aproveita e foge do banco pq eles estão cancelando contas e ficando com seu dinheiro preso!!!,kenettitreinador uma dica aproveita foge banco eles estão cancelando contas ficando com seu dinheiro preso,Neutral
@annapaulamenezesaraujo retira seu dinheiro enquanto eles não cancelam sua conta e fiquem com o valor retido sem devolver,annapaulamenezesaraujo retira seu dinheiro enquanto eles não cancelam sua conta fiquem com valor retido sem devolver,Neutral
@_nayararomana Aproveita e faz a retirada enquanto eles nao cancelam sua conta sem motivos e fiquem com o dinheiro retido!!!, nayararomana aproveita faz retirada enquanto eles nao cancelam sua conta sem motivos fiquem com dinheiro retido,Neutral
@_nayararomana reclama com a @unicainstancia q eles podem conseguir um reembolso p vc sobre esse caso, nayararomana reclama com unicainstancia eles podem conseguir reembolso sobre esse caso,Neutral
@renatta.neves reclama com a @unicainstancia sobre reembolso se gerar juros pra vc por conta desse erro deles,renattaneves reclama com unicainstancia sobre reembolso gerar juros pra por conta desse erro deles,Neutral
@ata.hys reclama com a @unicainstancia pra ver se consegue um ressarcimento sobre esse caso,atahys reclama com unicainstancia pra ver consegue ressarcimento sobre esse caso,Neutral
"Recebi vários Pix e não entraram para o saldo da minha conta. 
Realmente, a “fofoca” de que o Nubank está falido, parece ser real 😢 
Quero meu dinheiro @nubank",recebi vários pix não entraram para saldo minha conta realmente fofoca que nubank está falido parece ser real quero meu dinheiro nubank,Neutral
Nunbk por favor me libera meu dinheiro preciso pagar conta urgente carro moto nem água nem luz espera por vó e nao,nunbk por favor libera meu dinheiro preciso pagar conta urgente carro moto nem água nem luz espera por nao,Neutral
"@vandersonsilv88 bloquearam a minha tmb com meu salário la, eles falaram q o prazo pra devolução do meu saldo é de 7 dias.",vandersonsilv88 bloquearam minha tmb com meu salário la eles falaram prazo pra devolução meu saldo dias,Neutral
@_juliaasouzad o meu também aparti de hoje esse banco tá de brincadeira, juliaasouzad meu também aparti hoje esse banco brincadeira,Neutral
@_juliaasouzad eu ouvi dizer que eles tão fechando e não tão devolvendo o valor nem um vamos rezar que eles devolve, juliaasouzad ouvi dizer que eles tão fechando não tão devolvendo valor nem vamos rezar que eles devolve,Neutral
@_nayararomana tira seu dinheiro desse banco ele tá cancelando as conta tô 5 dia esperando eles me devolver meu dinheiro tô com minhas conta toda atrasada pr conta da incompetência deles, nayararomana tira seu dinheiro desse banco ele cancelando conta dia esperando eles devolver meu dinheiro com minhas conta toda atrasada conta incompetência deles,Negative
@ajuescobar aconteceu com migo ta meu dinheiro todo la,ajuescobar aconteceu com migo meu dinheiro todo,Neutral
Tudooo,tudooo,Neutral
Simplesmente a nubank bloqueou minha conta com 1700 depositado não informaram nada o motivo do bloqueio não enviaram nem um e-mail referente a nada agora me dão 20 dias pra mim poder receber meu próprio dinheiro isso e uma palhaçada o que vocês fazem com o trabalhador 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,simplesmente nubank bloqueou minha conta com 1700 depositado não informaram nada motivo bloqueio não enviaram nem email referente nada agora dão dias pra mim poder receber meu próprio dinheiro isso uma palhaçada que vocês fazem com trabalhador,Neutral
@lyviann_soares aconteceu a mesma coisa comigo bloquearam minha conta com um valor depositado não me enviaram nada informando que minha conta seria bloqueada nem o motivo de ter sido bloqueado falo com o chat eles me deram prazo de dois dias corridos depois passou pra 7 dias corridos agora nesse momento acabei de encerrar o atendimento no chat me deram outro prazo de 7 dias úteis pra mim poder receber meu próprio dinheiro que a NUBANK BLOQUEOU,lyviann soares aconteceu mesma coisa comigo bloquearam minha conta com valor depositado não enviaram nada informando que minha conta seria bloqueada nem motivo ter sido bloqueado falo com chat eles deram prazo dois dias corridos depois passou pra dias corridos agora nesse momento acabei encerrar atendimento chat deram outro prazo dias úteis pra mim poder receber meu próprio dinheiro que nubank bloqueou,Neutral
@victor_hugo214 e falta de juntar todo mundo e mete um processo neles de uma vez aí quero ver,victor hugo214 falta juntar todo mundo mete processo neles uma vez quero ver,Neutral
"a fonte do aplicativo de vcs esta minuscula depois da ultima atualização.
tenho problema de visao, o app de vcs esta INUTILIZAVEL para mim. isso é DISCRIMINAÇÃO",fonte aplicativo vcs esta minuscula depois ultima atualização tenho problema visao app vcs esta inutilizavel para mim isso discriminação,Neutral
@nubank qual foi a parte que vocês não entenderam que eu não recebi nenhum tipo de email,nubank qual foi parte que vocês não entenderam que não recebi nenhum tipo email,Neutral
@_juliaasouzad depois desses 7 dias eles vão dar mais 7 dias, juliaasouzad depois desses dias eles vão dar mais dias,Neutral
@_thaiaraujoc aconteceu a mesma coisa comigo já deram 3 prazos diferente primeiro foi 2 dias corridos passou pra 7 dias corridos acabei de encerrar o atendimento com o chat me deram 7 dias úteis, thaiaraujoc aconteceu mesma coisa comigo deram prazos diferente primeiro foi dias corridos passou pra dias corridos acabei encerrar atendimento com chat deram dias úteis,Neutral
@victor_hugo214 e isso mesmo,victor hugo214 isso mesmo,Neutral
@nubank quero agradecer que meu problema foi resolvido 👍👍👍,nubank quero agradecer que meu problema foi resolvido,Neutral
@pry.costa212 de uma olha aí nos comentários.,prycosta212 uma olha nos comentários,Neutral
SLK nu compensa,slk compensa,Neutral
Bloquearam minha conta e não justificam nada jurídica e física pior banco que existe,bloquearam minha conta não justificam nada jurídica física pior banco que existe,Neutral
@nubank cadê meu dinheiro???????,nubank cadê meu dinheiro,Neutral
Quero saber do meu dinheiro que vocês bloquearam na conta e ainda por cima devolveram um pix para uma pessoa  de uma Mercadoria que vendi. Fui vítima de um golpe com o apoio da Nubank,quero saber meu dinheiro que vocês bloquearam conta ainda por cima devolveram pix para uma pessoa uma mercadoria que vendi fui vítima golpe com apoio nubank,Neutral
"@nubank Sempre com o mesmo papo. A suposta pessoa pediu o retorno do pix alegando nem sei o quê, e vocês simplesmente devolveram pra ela, sem me dá chances de provar de modo legal de que fiz a venda e a pessoa recebeu a mercadoria. Não recebi email ou notificação pra ter a oportunidade de me defender, vocês ouviram a palavra de uma ladra e não a minha da qual sou cliente de vocês a tantos anos, sem nunca ter nenhum problema. Só fui saber do ocorrido quando tive minha conta bloqueada e vi no extrato o valor devolvido. Espero que vocês estornem novamente o pix pra mim, diante das provas que te mandei no email para que possamos resolver amigavelmente sem meios legais",nubank sempre com mesmo papo suposta pessoa pediu retorno pix alegando nem sei quê vocês simplesmente devolveram pra ela sem chances provar modo legal que fiz venda pessoa recebeu mercadoria não recebi email notificação pra ter oportunidade defender vocês ouviram palavra uma ladra não minha qual sou cliente vocês tantos anos sem nunca ter nenhum problema fui saber ocorrido quando tive minha conta bloqueada extrato valor devolvido espero que vocês estornem novamente pix pra mim diante das provas que mandei email para que possamos resolver amigavelmente sem meios legais,Neutral
@lyviann_soares conseguiu seu dinheiro? Me bloquearam tbm...,lyviann soares conseguiu seu dinheiro bloquearam tbm,Neutral
"@nubank colocaram umas parcelas 77,5 X 10 e não fui eu que comprei como essa trama aconteceu a uns dois meses atrás e a compra é de 10x o banco alega que perdeu prazo de contestação aí te pergunto então o banco protege o ladrão e sou obrigado a ter que pagar eu não aceito agora colocar as outras parcelas nas faturas anteriores é coisa de funcionários ou não vê a minha reclamação que fiz a data e tente ver se só agora teria reclamado eu não vou pagar",nubank colocaram umas parcelas 775 não fui que comprei como essa trama aconteceu uns dois meses atrás compra 10x banco alega que perdeu prazo contestação pergunto então banco protege ladrão sou obrigado ter que pagar não aceito agora colocar outras parcelas nas faturas anteriores coisa funcionários não minha reclamação que fiz data tente ver agora teria reclamado não vou pagar,Neutral
Quando compramos chega mensagem e não hora fiz  reclamação junto com as parcelas um boleto falso que nem o cliente tinha só código de barras o banco me obrou pra pagar vcs estão achando que clientes são otário quem colocaria um boleto falso nas minhas contas algum funcionário desonesto,quando compramos chega mensagem não hora fiz reclamação junto com parcelas boleto falso que nem cliente tinha código barras banco obrou pra pagar vcs estão achando que clientes são otário quem colocaria boleto falso nas minhas contas algum funcionário desonesto,Neutral
"@nubank eu ja entrei em contato de todos os jeitos possíveis, já encaminhei e-mail, tenho todas as ligações gravadas, até reclamação no “ reclame aqui” eu ja fiz. 

Eu preciso de uma resposta, tenho contas a pagar….",nubank entrei contato todos jeitos possíveis encaminhei email tenho todas ligações gravadas até reclamação reclame aqui fiz preciso uma resposta tenho contas pagar,Neutral
@henrypro77 menino se fizer isso eu dou um treco,henrypro77 menino fizer isso dou treco,Neutral
"Aí mano nubank, peguei milzão com vcs pra ir na job hj valeu 🙌vc e um amigo 🫱🏻‍🫲🏾",mano nubank peguei milzão com vcs pra job valeu amigo,Neutral
Tá oscilando  aí da meu dinheiro sumiu?,oscilando meu dinheiro sumiu,Neutral
Nubank aparece. Notificação de um reembolso que fiz de uma conta minha da neon pra Nubank mas o dinheiro não aparece na minha conta’,nubank aparece notificação reembolso que fiz uma conta minha neon pra nubank mas dinheiro não aparece minha conta,Neutral
@nubank obrigada amanhã pela manhã entro em contato!,nubank obrigada amanhã pela manhã entro contato,Neutral
"Fui tentar fazer uma conta, quando coloco meu cpf ja consta que tem conta, sendo que nunca abri conta nubank? O que faço?",fui tentar fazer uma conta quando coloco meu cpf consta que tem conta sendo que nunca abri conta nubank que faço,Neutral
"Nubank minhas notificações simplesmentes não aparecem, toda hora esse bug, eu recebo pix e não aparece só depois de horas",nubank minhas notificações simplesmentes não aparecem toda hora esse bug recebo pix não aparece depois horas,Neutral
Marquito e Ratinho kkkk,marquito ratinho kkkk,Neutral
Contagiou o lado fã ??? Vcs ja viram a personagem do game? Temos uma versão do marquito.,contagiou lado  vcs viram personagem game temos uma versão marquito,Neutral
Gente meu app quando entro manda fazer reconhecimento facial. Nunca teve isso! Pode ser golpe?!,gente meu app quando entro manda fazer reconhecimento facial nunca teve isso pode ser golpe,Neutral
"Agora além de bloqueado o saldo, cancelado a conta sumiu o dinheiro q estava lá!",agora além bloqueado saldo cancelado conta sumiu dinheiro estava lá,Neutral
Parabéns nubank nunca me deparei com um banco tão lixo,parabéns nubank nunca deparei com banco tão lixo,Neutral
"@nubank o dinheiro sumiu,  nao voltou pra banco nenhum pelo amor de deus",nubank dinheiro sumiu nao voltou pra banco nenhum pelo amor deus,Neutral
"Banco tão rico, mas não consegue manter um app funcionando normalmente.",banco tão rico mas não consegue manter app funcionando normalmente,Neutral
Abri uma conta no Nubank porém me Arrependo pois não fornecem a opção de passar os cartões dos meus Clientes com o meu celular Conforme o Prometido !!!,abri uma conta nubank porém arrependo pois não fornecem opção passar cartões dos meus clientes com meu celular conforme prometido ,Neutral
"Sugestão de melhoria nas Caixinhas, Nubank!
Seria incrível se a gente pudesse escolher uma data fixa de desbloqueio, e todos os valores que fossem depositados na Caixinha ficassem travados até essa data, mesmo que o depósito seja feito meses depois.
Por exemplo: quero tirar férias em dezembro. Eu tranco a Caixinha até o dia 12/12 e, até lá, vou depositando aos poucos — sem poder mexer no dinheiro antes e com a certeza de que todo o valor será liberado no mesmo dia.
Hoje, cada novo depósito fica com um prazo diferente, e isso complica quem está planejando para um evento único.
Se você também curtiu essa ideia, curte e comenta aqui pra chegar na equipe do Nubank!",sugestão melhoria nas caixinhas nubank seria incrível gente pudesse escolher uma data fixa desbloqueio todos valores que fossem depositados caixinha ficassem travados até essa data mesmo que depósito seja feito meses depois por exemplo quero tirar férias dezembro tranco caixinha até dia 1212 até lá vou depositando aos poucos sem poder mexer dinheiro antes com certeza que todo valor será liberado mesmo dia hoje cada novo depósito fica com prazo diferente isso complica quem está planejando para evento único você também curtiu essa ideia curte comenta aqui pra chegar equipe nubank,Neutral
Vcs já não é a primeira vez que esse banco de ladrão me deixa na mão mas agora eu não vou pagar entender am,vcs não primeira vez que esse banco ladrão deixa mão mas agora não vou pagar entender,Neutral
"PIOR E MEU CASO FIZ UMA VENDA PRA UMA PESSOA PELO FACEBOOK  A PESSOA ME FEZ O PIX ENTRO NA CONTA NORMAL , NO DIA SEGUINTE O NUBANK TIRA O SALDO DA MINHA CONTA E DEVOLVE PRA PESSOA 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",pior meu caso fiz uma venda pra uma pessoa pelo facebook pessoa fez pix entro conta normal dia seguinte nubank tira saldo minha conta devolve pra pessoa,Neutral
E o prejuízo de um iPhone simplesmente perdido fica pra quem ? 😂😂,prejuízo iphone simplesmente perdido fica pra quem,Neutral
